[2026-02-02T16:43:19.441+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-02T16:43:19.524+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-02T16:35:00+00:00 [queued]>
[2026-02-02T16:43:19.548+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-02T16:35:00+00:00 [queued]>
[2026-02-02T16:43:19.550+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-02T16:43:19.609+0000] {taskinstance.py:2330} INFO - Executing <Task(TriggerDagRunOperator): trigger_silver_cleaning> on 2026-02-02 16:35:00+00:00
[2026-02-02T16:43:19.631+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'sales_ingestion_pipeline', 'trigger_silver_cleaning', 'scheduled__2026-02-02T16:35:00+00:00', '--job-id', '561', '--raw', '--subdir', 'DAGS_FOLDER/ingest_sales_dag.py', '--cfg-path', '/tmp/tmpuakd7o67']
[2026-02-02T16:43:19.640+0000] {standard_task_runner.py:91} INFO - Job 561: Subtask trigger_silver_cleaning
[2026-02-02T16:43:19.642+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=49) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-02T16:43:19.644+0000] {standard_task_runner.py:64} INFO - Started process 58 to run task
[2026-02-02T16:43:19.817+0000] {task_command.py:426} INFO - Running <TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-02T16:35:00+00:00 [running]> on host b3b10c89bc2f
[2026-02-02T16:43:20.180+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='you' AIRFLOW_CTX_DAG_ID='sales_ingestion_pipeline' AIRFLOW_CTX_TASK_ID='trigger_silver_cleaning' AIRFLOW_CTX_EXECUTION_DATE='2026-02-02T16:35:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-02T16:35:00+00:00'
[2026-02-02T16:43:20.185+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-02T16:43:27.860+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:175 SyntaxWarning: invalid escape sequence '\d'
[2026-02-02T16:43:27.862+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:222 SyntaxWarning: invalid escape sequence '\d'
[2026-02-02T16:43:27.866+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1151 SyntaxWarning: invalid escape sequence '\d'
[2026-02-02T16:43:27.867+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1248 SyntaxWarning: invalid escape sequence '\d'
