[2026-02-04T14:24:14.473+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-04T14:24:14.555+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T14:15:00+00:00 [queued]>
[2026-02-04T14:24:14.572+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T14:15:00+00:00 [queued]>
[2026-02-04T14:24:14.573+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-04T14:24:14.598+0000] {taskinstance.py:2330} INFO - Executing <Task(TriggerDagRunOperator): trigger_silver_cleaning> on 2026-02-04 14:15:00+00:00
[2026-02-04T14:24:14.618+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'sales_ingestion_pipeline', 'trigger_silver_cleaning', 'scheduled__2026-02-04T14:15:00+00:00', '--job-id', '851', '--raw', '--subdir', 'DAGS_FOLDER/ingest_sales_dag.py', '--cfg-path', '/tmp/tmpqt9ehyec']
[2026-02-04T14:24:14.622+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=39) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-04T14:24:14.623+0000] {standard_task_runner.py:91} INFO - Job 851: Subtask trigger_silver_cleaning
[2026-02-04T14:24:14.623+0000] {standard_task_runner.py:64} INFO - Started process 48 to run task
[2026-02-04T14:24:14.787+0000] {task_command.py:426} INFO - Running <TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T14:15:00+00:00 [running]> on host 6acbc927f227
[2026-02-04T14:24:15.030+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='you' AIRFLOW_CTX_DAG_ID='sales_ingestion_pipeline' AIRFLOW_CTX_TASK_ID='trigger_silver_cleaning' AIRFLOW_CTX_EXECUTION_DATE='2026-02-04T14:15:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-04T14:15:00+00:00'
[2026-02-04T14:24:15.033+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-04T14:24:20.226+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:175 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.228+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:222 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.232+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1151 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.234+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1248 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.235+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1271 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.238+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1406 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.239+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1439 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.241+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1495 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.244+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1683 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.245+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1750 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.247+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2025 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.249+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2110 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.251+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2407 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T14:24:20.253+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:2468 SyntaxWarning: invalid escape sequence '\d'
