[2026-02-04T11:02:20.515+0000] {local_task_job_runner.py:120} INFO - ::group::Pre task execution logs
[2026-02-04T11:02:20.541+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T10:55:00+00:00 [queued]>
[2026-02-04T11:02:20.550+0000] {taskinstance.py:2076} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T10:55:00+00:00 [queued]>
[2026-02-04T11:02:20.551+0000] {taskinstance.py:2306} INFO - Starting attempt 1 of 2
[2026-02-04T11:02:20.560+0000] {taskinstance.py:2330} INFO - Executing <Task(TriggerDagRunOperator): trigger_silver_cleaning> on 2026-02-04 10:55:00+00:00
[2026-02-04T11:02:20.568+0000] {standard_task_runner.py:90} INFO - Running: ['airflow', 'tasks', 'run', 'sales_ingestion_pipeline', 'trigger_silver_cleaning', 'scheduled__2026-02-04T10:55:00+00:00', '--job-id', '751', '--raw', '--subdir', 'DAGS_FOLDER/ingest_sales_dag.py', '--cfg-path', '/tmp/tmp5lyk9zj5']
[2026-02-04T11:02:20.571+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/airflow/task/task_runner/standard_task_runner.py:62 DeprecationWarning: This process (pid=66) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2026-02-04T11:02:20.571+0000] {standard_task_runner.py:91} INFO - Job 751: Subtask trigger_silver_cleaning
[2026-02-04T11:02:20.572+0000] {standard_task_runner.py:64} INFO - Started process 75 to run task
[2026-02-04T11:02:20.641+0000] {task_command.py:426} INFO - Running <TaskInstance: sales_ingestion_pipeline.trigger_silver_cleaning scheduled__2026-02-04T10:55:00+00:00 [running]> on host fd0b3478991f
[2026-02-04T11:02:20.738+0000] {taskinstance.py:2648} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='you' AIRFLOW_CTX_DAG_ID='sales_ingestion_pipeline' AIRFLOW_CTX_TASK_ID='trigger_silver_cleaning' AIRFLOW_CTX_EXECUTION_DATE='2026-02-04T10:55:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2026-02-04T10:55:00+00:00'
[2026-02-04T11:02:20.740+0000] {taskinstance.py:430} INFO - ::endgroup::
[2026-02-04T11:02:23.666+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:175 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.668+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:222 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.670+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1151 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.672+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1248 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.674+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1271 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.676+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1406 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.677+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1439 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.678+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1495 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.679+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1683 SyntaxWarning: invalid escape sequence '\d'
[2026-02-04T11:02:23.680+0000] {logging_mixin.py:188} WARNING - /home/airflow/.local/lib/python3.12/site-packages/azure/synapse/artifacts/models/_models_py3.py:1750 SyntaxWarning: invalid escape sequence '\d'
